Date_2,Trade,Cost Category,"Cost
Code",Description,Actual Cost
1/7/2019,HVAC,Materials_HVAC,4001,Chilled Water Piping,0
1/7/2019,HVAC,Materials_HVAC,4002,Chilled Water Pipe Insulation,0
1/7/2019,HVAC,Materials_HVAC,4003,Chilled Water Valves,221.55
1/7/2019,HVAC,Materials_HVAC,4006,Refrigerant Pipes and Accessories,0
1/7/2019,HVAC,Materials_HVAC,4008,Preinsulated Pipes and Fittings,0
1/7/2019,HVAC,Materials_HVAC,4010,GI Duct and Accessories,86
1/7/2019,HVAC,Materials_HVAC,4013,MS Duct and Accessories,0
1/7/2019,HVAC,Materials_HVAC,4014,Duct Insulation,"18,094.86"
1/7/2019,HVAC,Materials_HVAC,4016,Fire Rated Duct Work,882
1/7/2019,HVAC,Materials_HVAC,4018,MSFD/MSD/MVD,0
1/7/2019,HVAC,Materials_HVAC,4020,Fire Dampers/ Smoke Dampers,0
1/7/2019,HVAC,Materials_HVAC,4021,Volume control Dampers/ Non Return Dampers,622.45
1/7/2019,HVAC,Materials_HVAC,4022,VAV/CAV,0
1/7/2019,HVAC,Materials_HVAC,4025,Sand Trap Louvers,0
1/7/2019,HVAC,Materials_HVAC,4026,Sound Attenuators,0
1/7/2019,HVAC,Materials_HVAC,4027,Grilles and Diffusers,0
1/7/2019,HVAC,Materials_HVAC,4031,Heat Exchangers,0
1/7/2019,HVAC,Materials_HVAC,4036,Chemical Dosing Pot,0
1/7/2019,HVAC,Materials_HVAC,4040,Air Handling Units,0
1/7/2019,HVAC,Materials_HVAC,4042,Fan Coil Unit,"4,292.50"
1/7/2019,HVAC,Materials_HVAC,4043,Split Units,0
1/7/2019,HVAC,Materials_HVAC,4044,CCU,0
1/7/2019,HVAC,Materials_HVAC,4050,Fans,0
1/7/2019,HVAC,Materials_HVAC,4051,Ecology Units,0
1/7/2019,HVAC,Materials_HVAC,4080,Pressure Gauges / Temperature Gauges,0
1/7/2019,HVAC,Materials_HVAC,4081,Vibration Isolators,0
1/7/2019,HVAC,Materials_HVAC,4100,Flushing & Cleaning the System,0
1/7/2019,Electrical,Materials_EL,5001,Cable Ducts,0
1/7/2019,Electrical,Materials_EL,5002,Conduits,"2,382.05"
1/7/2019,Electrical,Materials_EL,5004,Cable Trunking,182.7
1/7/2019,Electrical,Materials_EL,5005,"Cable Trays, Ladders, Baskets","13,126.35"
1/7/2019,Electrical,Materials_EL,5006,GI Conduits,"96,409.89"
1/7/2019,Electrical,Materials_EL,5003,Lightning Protection and Earthing,0
1/7/2019,Electrical,Materials_EL,5010,Single Core Wires,"9,072.10"
1/7/2019,Electrical,Materials_EL,5011,LV Cables,"1,686.60"
1/7/2019,Electrical,Materials_EL,5012,LV Cable Terminations,"28,023.71"
1/7/2019,Electrical,Materials_EL,5013,Bus Ducts,0
1/7/2019,Electrical,Materials_EL,5015,Fire Rated Cables,"51,866.36"
1/7/2019,Electrical,Materials_EL,5020,LV Switchboards,0
1/7/2019,Electrical,Materials_EL,5021,Capacitor Banks & Active Harmonic Filters,0
1/7/2019,Electrical,Materials_EL,5022,Automatic Transfer Switches,0
1/7/2019,Electrical,Materials_EL,5023,Submain Distribution Boards,0
1/7/2019,Electrical,Materials_EL,5024,Motor Control Centre,0
1/7/2019,Electrical,Materials_EL,5025,Distribution Boards,"1,986.00"
1/7/2019,Electrical,Materials_EL,5026,"Control Panels, Motor Starters",0
1/7/2019,Electrical,Materials_EL,5027,"KWH Meters, Intelligent Metering",0
1/7/2019,Electrical,Materials_EL,5028,UPS,0
1/7/2019,Electrical,Materials_EL,5030,Back of House Lighting,"78,641.00"
1/7/2019,Electrical,Materials_EL,5031,Front of House Lighting,"231,736.72"
1/7/2019,Electrical,Materials_EL,5034,External Lghting Luminaires,0
1/7/2019,Electrical,Materials_EL,5036,Intelligent Lighting Controls,"12,427.20"
1/7/2019,Electrical,Materials_EL,5037,Emergency Lighting,0
1/7/2019,Electrical,Materials_EL,5038,EM wiring,0
1/7/2019,Electrical,Materials_EL,5039,"Lighting Wiring Accessories (Ceiling Roses, Switches, PC)","1,090.60"
1/7/2019,Electrical,Materials_EL,5040,Isolators,"4,135.26"
1/7/2019,Electrical,Materials_EL,5041,Wiring Devices,"1,600.20"
1/7/2019,Electrical,Materials_EL,5042,Floor Boxes,0
1/7/2019,Electrical,Materials_EL,5050,Generator,"2,000.00"
1/7/2019,Electrical,Materials_EL,5052,"Generators - Fuel System (Tanks, Pumps, Piping, Controls)",0
1/7/2019,Electrical,Materials_EL,5053,Generator Room Accessories,0
1/7/2019,Electrical,Materials_EL,5080,Fire Detection and Alarm System,0
1/7/2019,Electrical,Materials_EL,5081,FA Wiring,"11,041.80"
1/7/2019,Electrical,Materials_EL,5082,Disabled Alarm Panel,0
1/7/2019,Electrical,Materials_EL,5090,Public Address System,0
1/7/2019,Electrical,Materials_EL,5127,Wi-Fi,0
1/7/2019,Electrical,Materials_EL,5141,Building Management System wiring,490.35
1/7/2019,Electrical,Materials_EL,5143,Parking Management system,"28,257.83"
1/7/2019,Electrical,Materials_EL,5145,Leak Detection System,0
1/7/2019,LPG,Subcontractor,2700,Subcontract - LPG system,0
1/7/2019,Plumbing & Drainage,Subcontractor,2701,"Subcontract - Plumbing
M/S Hills and Fort Construction",0
1/7/2019,Fire Fighting,Subcontractor,3700,Subcontract - Fire Fighting,0
1/7/2019,HVAC,Subcontractor,4703,Subcontracts - Aluminium Cladding for Mechanical Duct and Pipes,0
1/7/2019,HVAC,Subcontractor,4715,Module - HVAC,0
1/7/2019,Electrical,Subcontractor,5703,Subcontract - FA & EM Lighting,0
1/7/2019,Electrical,Subcontractor,5705,Subcontract - Security System,"465,110.84"
1/7/2019,Electrical,Subcontractor,5707,Subcontract - A/V System,0
1/7/2019,Electrical,Subcontractor,5708,Subcontract - Structured Cabling (Including Materials),0
1/7/2019,Electrical,Subcontractor,5140,Building Management System & Controls,0
1/7/2019,Electrical,Subcontractor,5140,BMS Installation Works,0
1/7/2019,Plumbing & Drainage,Site Labour,7105,"Plumbing and Drainage Labour - Hire
M/S KBEC",0
1/7/2019,Plumbing & Drainage,Site Labour,7105,"Plumbing and Drainage Labour - Hire
M/S Gospel",0
1/7/2019,Plumbing & Drainage,Site Labour,7105,"Plumbing and Drainage Labour - Hire
M/S Delight Home",0
1/7/2019,Plumbing & Drainage,Site Labour,7103,Plumbing & Drainage Labour,"12,119.27"
1/7/2019,Mechanical,Site Labour,4700,"Subcontract - Duct work
M/S Al Qalaa",0
1/7/2019,Mechanical,Site Labour,4700,"Subcontract - Duct work
M/S Strong Tech",0
1/7/2019,Mechanical,Site Labour,4700,"Subcontract - Duct work
M/S Quality Line",0
1/7/2019,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Al Rafa",0
1/7/2019,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Jaafar",0
1/7/2019,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Jaafar - VO-001 Tiger Steel Beam",0
1/7/2019,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Reyah",0
1/7/2019,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Reyah -  VO-002",0
1/7/2019,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Reyah -  VO-030",0
1/7/2019,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Cool Line",0
1/7/2019,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Al Burj Al Daieri",0
1/7/2019,Mechanical,Site Labour,7305,"Mechanical Labour - Hire
M/S KBEC",0
1/7/2019,Mechanical,Site Labour,7305,"Mechanical Labour - Hire
M/S Reyah (Welders)",0
1/7/2019,Mechanical,Site Labour,7305,"Mechanical Labour - Hire
M/S Noor Al F. (Module Installation)",0
1/7/2019,Mechanical,Site Labour,7305,"Mechanical Labour - Hire
M/S Rabiee Al Awal",0
1/7/2019,Mechanical,Site Labour,7305,"Mechanical Labour - Hire
M/S Batal Al Madina",0
1/7/2019,Mechanical,Site Labour,7305,"Mechanical Labour - Hire
M/S Delight Home",0
1/7/2019,Mechanical,Site Labour,7305,"Mechanical Labour - Hire
M/S Jaafar - Welder",0
1/7/2019,Mechanical,Site Labour,7303,Mechanical Labour,"2,865.41"
1/7/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Arbab Shams",0
1/7/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Eram",0
1/7/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Bareeq",0
1/7/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Bareeq - VO-009",0
1/7/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Bareeq - VO-039",0
1/7/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Dome",0
1/7/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Dome - VO-004",0
1/7/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Indicator",0
1/7/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Blue Lantern",0
1/7/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Najm Al Lail",0
1/7/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Nimbus Delicate",0
1/7/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Nimbus Delicate - VO-005",0
1/7/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Nimbus Delicate - VO-015",0
1/7/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Nimbus Delicate - VO-043",0
1/7/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S KBEC",0
1/7/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Golden Key",0
1/7/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Gul Muhammad",0
1/7/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S MW Networks",0
1/7/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Jaafar tech",0
1/7/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S First Security Group",0
1/7/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S KBEC",0
1/7/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Gospel International",0
1/7/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Golden Oasis",0
1/7/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Mohamed Saeewad",0
1/7/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
Al Madah",0
1/7/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Global Classis",0
1/7/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Abacas",0
1/7/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Rabiee Al Awal",0
1/7/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Helix International",0
1/7/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Peter Sebastian",0
1/7/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Theeram Star",0
1/7/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Sahel Al Fasht",0
1/7/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Attune Technical",0
1/7/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Controls ME",0
1/7/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Batal Al Madina",0
1/7/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Dynamo Electro.",0
1/7/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Noor Jazan",0
1/7/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Eagle Hunter",0
1/7/2019,Electrical,Site Labour,7403,Electrical Labour,"172,510.32"
1/7/2019,General,Site Labour,7808,Labour Accommodation,"96,578.47"
1/7/2019,General,Site Labour,7850,Vacation - Labour,-91.35
1/7/2019,General,Site Labour,7851,Sick Leave - Labour,0
1/7/2019,General,Site Labour,7854,Public Holiday - Labour,0
1/7/2019,General,Site Misc,7500,Fire Stopping,0
1/7/2019,General,Site Misc,7501,Testing and Commissioning,"21,500.00"
1/7/2019,General,Site Misc,7502,Painting and Identification,"2,850.42"
1/7/2019,General,Site Misc,7504,Miscellaneous Items,0
1/7/2019,General,Site Misc,7505,Consumables,"15,068.11"
1/7/2019,General,Site Misc,7506,Supports for MEP Equipment,"45,351.72"
1/7/2019,General,Site Misc,7606,Personal Protective Equipment (PPE),"1,387.50"
1/7/2019,General,Site Misc,7906,Material/Cost Transfer,0
1/7/2019,General,Site Misc,DLP,Defect Liability Period,0
1/7/2019,General,Design and Drafting,6000,Design Drafting Combined,0
1/7/2019,Mechanical,Design and Drafting,6301,Design Drafting Mechanical,0
1/7/2019,Mechanical,Design and Drafting,6300,Design Engineering Mechanical,0
1/7/2019,Mechanical,Design and Drafting,7030,Shop Drawings Engineering Mechanical,0
1/7/2019,Mechanical,Design and Drafting,7031,Shop Drawings Drafting Mechanical,0
1/7/2019,Plumbing & Drainage,Design and Drafting,6100,Design Engineering Plumbing,0
1/7/2019,Plumbing & Drainage,Design and Drafting,7011,Shop Drawings Drafting Plumbing & Drainage,0
1/7/2019,Fire Fighting,Design and Drafting,6201,Design Drafting Fire,0
1/7/2019,Fire Fighting,Design and Drafting,7021,Shop Drawings Drafting Fire,0
1/7/2019,Electrical,Design and Drafting,6400,Design Engineering Electrical,0
1/7/2019,Electrical,Design and Drafting,6401,Design Drafting Electrical,0
1/7/2019,Electrical,Design and Drafting,7040,Shop Drawings Engineering Electrical,0
1/7/2019,Electrical,Design and Drafting,7041,Shop Drawings Drafting Electrical,0
1/7/2019,General,Design and Drafting,6526,Design Drafting - Module,0
1/7/2019,General,Design and Drafting,6700,As Built Drawings,0
1/7/2019,General,Design and Drafting,7076,Site - Drafting,0
1/7/2019,General,Design and Drafting,6801,Tender Design,0
1/7/2019,General,Design and Drafting,7004,Shop Drawing Miscellaneous,0
1/7/2019,General,Design and Drafting,7075,"Shop Drawings Coordination, Builder Work",0
1/7/2019,General,Design and Drafting,6500,Authority Submissions - Design,0
1/7/2019,General,Design and Drafting,6525,Design Coordination Work,0
1/7/2019,General,Design and Drafting,6550,Design Consultancy,0
1/7/2019,General,Design and Drafting,6515,Consultancy - Piping,0
1/7/2019,General,Design and Drafting,7080,Vacation - Design,0
1/7/2019,General,Design and Drafting,7081,Sick Leave - Design,0
1/7/2019,General,Design and Drafting,7084,Public Holiday - Design,0
1/7/2019,General,Site Admin,7000,Site Management Cost,"18,605.75"
1/7/2019,General,Site Admin,7001,Procurement & Subcontractor Management,"12,650.25"
1/7/2019,Plumbing & Drainage,Site Admin,7100,Plumbing & Drainage Site Engineering,0
1/7/2019,Plumbing & Drainage,Site Admin,7101,Plumbing Supervisors,0
1/7/2019,Plumbing & Drainage,Site Admin,7102,Plumbing Foreman,0
1/7/2019,Mechanical,Site Admin,7300,Mechanical Site Engineering,"1,502.40"
1/7/2019,Mechanical,Site Admin,7301,Mechanical Supervisors,0
1/7/2019,Mechanical,Site Admin,7302,Mechanical Foreman,90.14
1/7/2019,Electrical,Site Admin,7400,Electrical Site Engineering,"35,036.04"
1/7/2019,Electrical,Site Admin,7401,Electrical Supervisors,"14,567.30"
1/7/2019,Electrical,Site Admin,7402,Electrical Foreman,"6,490.40"
1/7/2019,Electrical,Site Admin,7406,Telecom Engineer,0
1/7/2019,General,Site Admin,7501,Testing and Commissioning,"36,394.21"
1/7/2019,General,Site Admin,7600,QA/QC,689.71
1/7/2019,General,Site Admin,7601,Planning,0
1/7/2019,General,Site Admin,7602,HSE - Staff,"3,431.49"
1/7/2019,General,Site Admin,7603,QS,"16,352.16"
1/7/2019,General,Site Admin,7700,Material Submittals,0
1/7/2019,General,Site Admin,7800,Site Administration Staff,"25,535.28"
1/7/2019,General,Site Admin,7803,Site IT - Staff,270.43
1/7/2019,General,Site Admin,7807,Staff Accommodation,"9,682.41"
1/7/2019,General,Site Admin,7809,Site Staff Transportation - Staff,"9,956.71"
1/7/2019,General,Site Admin,7910,Site Store Staff,0
1/7/2019,General,Site Admin,,Staff Cost - VO SOPR,0
1/7/2019,General,Site Admin,,Staff Cost - DLP,0
1/7/2019,General,Site Admin,7860,Vacation - Site Staff,"48,540.87"
1/7/2019,General,Site Admin,7861,Sick Leave - Site Staff,0
1/7/2019,General,Site Admin,7863,Compassionate Leave - Site Staff,0
1/7/2019,General,Site Admin,7864,Public Holiday - Site Staff,0
1/7/2019,General,Site Admin,7602,HSE Related Items,0
1/7/2019,General,Site Admin,7801,Site Office Rentals and Running Cost,0
1/7/2019,General,Site Admin,7802,Site Establishment Works,"-2,103.54"
1/7/2019,General,Site Admin,7803,Site IT Related Items,"27,308.59"
1/7/2019,General,Site Admin,7804,"Site Electricity, Telecom, Internet","8,056.34"
1/7/2019,General,Site Admin,7805,Material Transport (Trucks),"5,440.00"
1/7/2019,General,Site Admin,7806,Site Stationery,"2,351.02"
1/7/2019,General,Site Admin,7809,Site Staff Transportation - Related Items,"8,880.81"
1/7/2019,General,Site Admin,7810,Site Furniture,0
1/7/2019,General,Site Admin,7811,Staff Meals,"6,252.50"
1/7/2019,General,Site Admin,7812,General,315
1/7/2019,General,Site Admin,7816,Staff Fuel Reimbursement,"2,660.00"
1/7/2019,General,Site Admin,7900,Tools and Machinery Rentals - Outside,"4,770.86"
1/7/2019,General,Site Admin,7901,Tools and Machinery Rentals - JLW,0
1/7/2019,General,Site Admin,EST,Estimatte To Commit - Staff,0
1/7/2019,General,Site Admin,VO,Prelims Variation Budget,0
1/7/2019,General,Site Admin,REC,Reconciliation with Staff Histogram,0
1/7/2019,General,Main Office,8000, Management cost,0
1/7/2019,General,Main Office,8001,Client Relation Costs,0
1/7/2019,General,Main Office,8003,Office Relation Costs (Estimation & Cost Control),0
1/7/2019,General,Main Office,8100,Head Office Administration,216.35
1/7/2019,General,Main Office,8103,Staff Accommodation,0
1/7/2019,General,Main Office,8104,Staff Training,0
1/7/2019,General,Main Office,8105,Staff Transportation,0
1/7/2019,General,Main Office,8107,IT,0
1/7/2019,General,Main Office,8109,"HO Electricity, Telecom, Internet",0
1/7/2019,General,Main Office,8112,Vacation,0
1/7/2019,General,Main Office,8113,Sick Leave,0
1/7/2019,General,Main Office,8116,Finance charges,0
1/7/2019,General,Main Office,8200,Banking charges,0
1/7/2019,General,Main Office,8201,Contract Insurances,"46,312.50"
1/7/2019,General,Main Office,8202,Gurantees and Bonds,0
1/7/2019,General,Main Office,8203,LC Charges,0
1/7/2019,General,Main Office,8206,Public Holiday,0
1/7/2019,General,Main Office,8221,Legal Charges,0
1/7/2019,General,Main Office,8117,Project Specific - Provision For Doubtful Debts,"390,146.46"
1/7/2019,Plumbing & Drainage,Tools and Machinery,9000,Plumbers Tool Box,0
1/7/2019,Electrical,Tools and Machinery,9001,Electrician Tool Box,91.15
1/7/2019,Mechanical,Tools and Machinery,9002,Mechanical Tool Box,0
1/7/2019,General,Tools and Machinery,9003,Drilling Machines,0
1/7/2019,Mechanical,Tools and Machinery,9006,Pipe Pressure Testing Equipment,0
1/7/2019,Plumbing & Drainage,Tools and Machinery,9008,HDPE Pipe Joiner,0
1/7/2019,General,Tools and Machinery,9009,Welding Machine,0
1/7/2019,General,Tools and Machinery,9012,Box Spanner Sets,0
1/7/2019,Electrical,Tools and Machinery,9015,Cable Pulling Machine,-40
1/7/2019,General,Tools and Machinery,9016,Cutting and Chasing,0
1/7/2019,Electrical,Tools and Machinery,9019,Cable Crimping Tool,0
1/7/2019,General,Tools and Machinery,9020,"Mobile Scaffolds, Ladders","27,582.00"
1/7/2019,General,Tools and Machinery,9022,Megger,0
1/7/2019,General,Tools and Machinery,9023,Multi Meter,47.25
1/7/2019,Electrical,Tools and Machinery,9025,Earth Leakage Tester,0
1/7/2019,Electrical,Tools and Machinery,9028,Lux meter,0
1/7/2019,Electrical,Tools and Machinery,9031,Conduit Bending Machine,264
1/7/2019,General,Tools and Machinery,9100,Two Cabin Pick Up,"12,479.59"
1/7/2019,General,Tools and Machinery,9101,Car,"1,713.76"
1/7/2019,General,Tools and Machinery,9102,Mini Bus,0
1/7/2019,General,Tools and Machinery,9103,Bus,"16,637.27"
1/7/2019,General,Tools and Machinery,9105,Pic Up - 3 Ton,"54,033.82"
1/7/2019,General,Tools and Machinery,9106,Tools and Machinery (General),"-1,674.76"
1/8/2019,Plumbing & Drainage,Materials_PD,2000,UPVC Pressure Pipes and Fittings,0
1/8/2019,Plumbing & Drainage,Materials_PD,2004,HDPE Pipes and Fittings,0
1/8/2019,Plumbing & Drainage,Materials_PD,2005,PEX Pipes and Fittings,0
1/8/2019,Plumbing & Drainage,Materials_PD,2006,PPR Pipes and Fittings,0
1/8/2019,Plumbing & Drainage,Materials_PD,2011,Acoustic Pipe Insulation,0
1/8/2019,Plumbing & Drainage,Materials_PD,2020,Drainage Accessories,0
1/8/2019,Plumbing & Drainage,Materials_PD,2021,"Grease, Oil Interceptors",0
1/8/2019,Plumbing & Drainage,Materials_PD,2023,Manhole Covers,0
1/8/2019,Plumbing & Drainage,Materials_PD,2030,Potable Water Pumps and Accessories,0
1/8/2019,Plumbing & Drainage,Materials_PD,2031,Sump Pumps and Accessories,0
1/8/2019,Plumbing & Drainage,Materials_PD,2033,Sewage Pumps and Accessories,0
1/8/2019,Plumbing & Drainage,Materials_PD,2040,Water Tanks,0
1/8/2019,Plumbing & Drainage,Materials_PD,2041,Water Tank Fittings,0
1/8/2019,Plumbing & Drainage,Materials_PD,2043,Puddle Flanges,0
1/8/2019,Plumbing & Drainage,Materials_PD,2053,Electric Water Heaters,626.25
1/8/2019,Plumbing & Drainage,Materials_PD,2055,Heat Exchangers,0
1/8/2019,Plumbing & Drainage,Materials_PD,2060,Valves for Water Supply System,0
1/8/2019,Plumbing & Drainage,Materials_PD,2061,Gauges and Instruments,0
1/8/2019,Plumbing & Drainage,Materials_PD,2070,Sanitary Ware,0
1/8/2019,Plumbing & Drainage,Materials_PD,2081,Filtration Unit,0
1/8/2019,Plumbing & Drainage,Materials_PD,2090,Sterilization of Domestic Pipes - Dis-infection,0
1/8/2019,HVAC,Materials_HVAC,4001,Chilled Water Piping,"14,017.14"
1/8/2019,HVAC,Materials_HVAC,4002,Chilled Water Pipe Insulation,0
1/8/2019,HVAC,Materials_HVAC,4003,Chilled Water Valves,"1,190.00"
1/8/2019,HVAC,Materials_HVAC,4006,Refrigerant Pipes and Accessories,0
1/8/2019,HVAC,Materials_HVAC,4008,Preinsulated Pipes and Fittings,0
1/8/2019,HVAC,Materials_HVAC,4010,GI Duct and Accessories,0
1/8/2019,HVAC,Materials_HVAC,4013,MS Duct and Accessories,0
1/8/2019,HVAC,Materials_HVAC,4014,Duct Insulation,0
1/8/2019,HVAC,Materials_HVAC,4016,Fire Rated Duct Work,0
1/8/2019,HVAC,Materials_HVAC,4018,MSFD/MSD/MVD,"1,128.00"
1/8/2019,HVAC,Materials_HVAC,4020,Fire Dampers/ Smoke Dampers,0
1/8/2019,HVAC,Materials_HVAC,4021,Volume control Dampers/ Non Return Dampers,0
1/8/2019,HVAC,Materials_HVAC,4022,VAV/CAV,0
1/8/2019,HVAC,Materials_HVAC,4025,Sand Trap Louvers,0
1/8/2019,HVAC,Materials_HVAC,4026,Sound Attenuators,0
1/8/2019,HVAC,Materials_HVAC,4027,Grilles and Diffusers,0
1/8/2019,HVAC,Materials_HVAC,4031,Heat Exchangers,0
1/8/2019,HVAC,Materials_HVAC,4036,Chemical Dosing Pot,0
1/8/2019,HVAC,Materials_HVAC,4040,Air Handling Units,0
1/8/2019,HVAC,Materials_HVAC,4042,Fan Coil Unit,0
1/8/2019,HVAC,Materials_HVAC,4043,Split Units,0
1/8/2019,HVAC,Materials_HVAC,4044,CCU,0
1/8/2019,HVAC,Materials_HVAC,4050,Fans,0
1/8/2019,HVAC,Materials_HVAC,4051,Ecology Units,0
1/8/2019,HVAC,Materials_HVAC,4080,Pressure Gauges / Temperature Gauges,0
1/8/2019,HVAC,Materials_HVAC,4081,Vibration Isolators,0
1/8/2019,HVAC,Materials_HVAC,4100,Flushing & Cleaning the System,0
1/8/2019,Electrical,Materials_EL,5001,Cable Ducts,0
1/8/2019,Electrical,Materials_EL,5002,Conduits,0
1/8/2019,Electrical,Materials_EL,5004,Cable Trunking,"1,650.00"
1/8/2019,Electrical,Materials_EL,5005,"Cable Trays, Ladders, Baskets",0
1/8/2019,Electrical,Materials_EL,5006,GI Conduits,0
1/8/2019,Electrical,Materials_EL,5003,Lightning Protection and Earthing,0
1/8/2019,Electrical,Materials_EL,5010,Single Core Wires,"10,516.51"
1/8/2019,Electrical,Materials_EL,5011,LV Cables,"16,717.36"
1/8/2019,Electrical,Materials_EL,5012,LV Cable Terminations,0
1/8/2019,Electrical,Materials_EL,5013,Bus Ducts,0
1/8/2019,Electrical,Materials_EL,5015,Fire Rated Cables,0
1/8/2019,Electrical,Materials_EL,5020,LV Switchboards,527.62
1/8/2019,Electrical,Materials_EL,5021,Capacitor Banks & Active Harmonic Filters,0
1/8/2019,Electrical,Materials_EL,5022,Automatic Transfer Switches,0
1/8/2019,Electrical,Materials_EL,5023,Submain Distribution Boards,0
1/8/2019,Electrical,Materials_EL,5024,Motor Control Centre,0
1/8/2019,Electrical,Materials_EL,5025,Distribution Boards,0
1/8/2019,Electrical,Materials_EL,5026,"Control Panels, Motor Starters",0
1/8/2019,Electrical,Materials_EL,5027,"KWH Meters, Intelligent Metering",0
1/8/2019,Electrical,Materials_EL,5028,UPS,0
1/8/2019,Electrical,Materials_EL,5030,Back of House Lighting,0
1/8/2019,Electrical,Materials_EL,5031,Front of House Lighting,"24,245.35"
1/8/2019,Electrical,Materials_EL,5034,External Lghting Luminaires,0
1/8/2019,Electrical,Materials_EL,5036,Intelligent Lighting Controls,"32,332.00"
1/8/2019,Electrical,Materials_EL,5037,Emergency Lighting,"1,415.25"
1/8/2019,Electrical,Materials_EL,5038,EM wiring,0
1/8/2019,Electrical,Materials_EL,5039,"Lighting Wiring Accessories (Ceiling Roses, Switches, PC)",0
1/8/2019,Electrical,Materials_EL,5040,Isolators,0
1/8/2019,Electrical,Materials_EL,5041,Wiring Devices,272
1/8/2019,Electrical,Materials_EL,5042,Floor Boxes,0
1/8/2019,Electrical,Materials_EL,5050,Generator,0
1/8/2019,Electrical,Materials_EL,5052,"Generators - Fuel System (Tanks, Pumps, Piping, Controls)",0
1/8/2019,Electrical,Materials_EL,5053,Generator Room Accessories,0
1/8/2019,Electrical,Materials_EL,5080,Fire Detection and Alarm System,0
1/8/2019,Electrical,Materials_EL,5081,FA Wiring,"1,500.00"
1/8/2019,Electrical,Materials_EL,5082,Disabled Alarm Panel,0
1/8/2019,Electrical,Materials_EL,5090,Public Address System,0
1/8/2019,Electrical,Materials_EL,5127,Wi-Fi,"579,814.88"
1/8/2019,Electrical,Materials_EL,5141,Building Management System wiring,0
1/8/2019,Electrical,Materials_EL,5143,Parking Management system,"-23,350.38"
1/8/2019,Electrical,Materials_EL,5145,Leak Detection System,0
1/8/2019,LPG,Subcontractor,2700,Subcontract - LPG system,0
1/8/2019,Plumbing & Drainage,Subcontractor,2701,"Subcontract - Plumbing
M/S Hills and Fort Construction",0
1/8/2019,Fire Fighting,Subcontractor,3700,Subcontract - Fire Fighting,0
